unit_id,original,translation_zh_tw,status,translate,occurrence_count,first_location,leading_spaces,trailing_spaces
DLG_b692aa14f5f6,a dragon's lair.,,pending,True,1,GPL-25@0x0B6B,0,0
DLG_bca9d910d871,"A singularly curious object, the Dreaming Eye. An ascetic seer in the ",,pending,True,1,GPL-25@0x0B85,0,1
DLG_0b4cf1f4e911,"Ringing Mountains prized it above all other possessions, and parting ",,pending,True,1,GPL-25@0x0BC9,0,1
DLG_c7cd59e86d8a,him from it cost me dearly. The orb resists my every attempt to ,,pending,True,1,GPL-25@0x0C0C,0,1
DLG_9555991f4726,penetrate its dark depths.,,pending,True,1,GPL-25@0x0C4A,0,0
DLG_32167f327412,Have you not heard of the legendary Behwyrfan?,,pending,True,1,GPL-25@0x0C6D,0,0
DLG_f377acf82e03,"Well, then you know that ",,pending,True,1,GPL-25@0x0CA4,0,1
DLG_f57754dcc119,Behwyrfan was the greatest gladiator Draj's arena ever saw. His weapon ,,pending,True,1,GPL-25@0x0CC1,0,1
DLG_bfd5ad42389f,"of choice was the greataxe, Soulcrusher, the very one before you.",,pending,True,1,GPL-25@0x0D05,0,0
DLG_9866cfd0abd1,This yellow gem? To be honest -- and I tell you this only because you are ,,pending,True,1,GPL-25@0x0D4A,0,1
DLG_021db3346bb4,obviously a discerning and trustworthy sort -- I pried the gem out of the ,,pending,True,1,GPL-25@0x0D91,0,1
DLG_89a193449926,obelisk on the other side of the caravan. It is just an ordinary gem as far ,,pending,True,1,GPL-25@0x0DD8,0,1
DLG_401ba71b373f,as I can tell.,,pending,True,1,GPL-25@0x0E21,0,0
DLG_83fae0c71bd5,"Degula, the ancient druid of legend, wept at the world's desolation. His ",,pending,True,1,GPL-25@0x0E3A,0,1
DLG_18e6fcb7350c,desire to restore it was so great that his life's energy crystallized ,,pending,True,1,GPL-25@0x0E80,0,1
DLG_65d8f73a5e9f,into gems such as this one and fell upon the sand. ,,pending,True,1,GPL-25@0x0EC4,0,1
DLG_ff3cd3fdba00,"Degula, the prophecy says, knew his power was not great enough and so ",,pending,True,1,GPL-25@0x0EF7,0,1
DLG_d482c90f1550,preserved it in the crystals for the day when the sorcerer-kings ,,pending,True,1,GPL-25@0x0F3B,0,1
DLG_0dcb22c68ff3,"themselves weep. On that day, water will flow in the desert.",,pending,True,1,GPL-25@0x0F7A,0,0
DLG_6b3f3ee7484b,"If you look closely at the ring, you will see a sinuous strand trapped ",,pending,True,1,GPL-25@0x0FBB,0,1
DLG_8708ab263ada,within the stone's depths -- giving rise to its name. Some claim that ,,pending,True,1,GPL-25@0x0FFF,0,1
DLG_9a863a9b8853,the power of a dragon is in the Ring of the Serpent.,,pending,True,1,GPL-25@0x1043,0,0
DLG_1f4e1c0397e8,"Ah, yes. Apenimon, the great judaga from Gulg in the Crescent Forest, ",,pending,True,1,GPL-25@0x107D,0,1
DLG_d7228085414f,"carried this bow, Seeker, in the wars against Nibenay. Apenimon was a favorite of ",,pending,True,1,GPL-25@0x10C1,0,1
DLG_b6c44f291f3b,"the sorcerer-queen, Lalali-Puy, because of his prowess as a hunter-fighter, ",,pending,True,1,GPL-25@0x110F,0,1
DLG_efdcf92420e5,"able to bring down a giant with a single well-placed arrow. Seeker, it is ",,pending,True,1,GPL-25@0x1158,0,1
DLG_bcecdd9021d2,"said, was gift from Lalali-Puy.",,pending,True,1,GPL-25@0x119F,0,0
DLG_3e0ad2af9790,"The Talisman of Venom was given to me by the Bard of Black Waters, who ",,pending,True,1,GPL-25@0x11C6,0,1
DLG_b43b33fadd9e,"was a master of poisons. In my travels with him, I once saw the bard ",,pending,True,1,GPL-25@0x120A,0,1
DLG_96de474e5bf1,quaff an envenomed drink to prove a boast. Unless you count people's ,,pending,True,1,GPL-25@0x124D,0,1
DLG_213c4e541a0c,"reluctance to later drink with him, he suffered no ill-effects.",,pending,True,1,GPL-25@0x1290,0,0
DLG_ecfa1bcc1da8,"In the time before the gods forsook Athas, woodlands clothed the mountains, ",,pending,True,1,GPL-25@0x12D3,0,1
DLG_4dc97c167730,"grass blanketed the plains, and heroes of uncompromising virtue strove ",,pending,True,1,GPL-25@0x131C,0,1
DLG_5b1eb825d4cf,against the evils in the land. Dapartea was such a hero. In the tomb where ,,pending,True,1,GPL-25@0x1360,0,1
DLG_be23ca9a29dd,"I retrieved Dapartea's Helm, engraved walls extol the hero's deeds.",,pending,True,1,GPL-25@0x13A8,0,0
DLG_a1745ff794ab,Kel is the name I go by. I made many enemies during the acquisition ,,pending,True,1,GPL-25@0x13EF,0,1
DLG_30b3812e6246,"of my wares; were my true name known, I would not live out the ",,pending,True,1,GPL-25@0x1431,0,1
DLG_da65bf0ebf2e,day. I dare not even practice as a mage any longer.,,pending,True,1,GPL-25@0x146E,0,0
DLG_69fadedb6d28,"The disguise is good, is it not? It is a small sample of what my ",,pending,True,1,GPL-25@0x14CA,0,1
DLG_2770cbb91f62,artifacts can do.,,pending,True,1,GPL-25@0x1509,0,0
DLG_91afd7da779c,I wear Koeatl's Ring. I would offer to sell it to you if not ,,pending,True,1,GPL-25@0x1520,0,1
DLG_2fb5ec2498eb,"for my own need of it, but if word of my mage abilities ",,pending,True,1,GPL-25@0x155C,0,1
DLG_a3c3b509e008,reached the wrong ears....,,pending,True,1,GPL-25@0x1593,0,0
DLG_6f5d3cdbd141,"The list is too long to recite: sorcerer-kings, countless templars, ",,pending,True,1,GPL-25@0x15CA,0,1
DLG_57f327ff1c94,"a particularly vicious band of Silt Sea giants... I could go on, but ",,pending,True,1,GPL-25@0x160C,0,1
DLG_a772faf81db1,adventurers like yourselves understand that brooding over enemies serves ,,pending,True,1,GPL-25@0x164F,0,1
DLG_cf34885c523b,no purpose.,,pending,True,1,GPL-25@0x1695,0,0
DLG_61945a30702a,"My time as an adventuring mage has ended, but I do what I can to help my ",,pending,True,1,GPL-25@0x16C4,0,1
DLG_f5ba4b96d2d7,brethren -- selling the fruits of my travels at prices so low you'd think ,,pending,True,1,GPL-25@0x170A,0,1
DLG_691e8c36d58c,I was selling sand.,,pending,True,1,GPL-25@0x1751,0,0
DLG_984f7314b839,"Before I was forced to hang up my mage's robes, I travelled many ",,pending,True,1,GPL-25@0x1773,0,1
DLG_3a7913fc18c1,untrodden paths on Athas. My magical abilities helped me identify the ,,pending,True,1,GPL-25@0x17B2,0,1
DLG_84871a37ad31,seemingly ordinary artifacts for what they truly were.,,pending,True,1,GPL-25@0x17F6,0,0
DLG_c56f2f96ee9b,As to their origin; they come from the treasure hordes of sorcerer-kings ,,pending,True,1,GPL-25@0x182E,0,1
DLG_672ce28a71ca,-- from mysterious ruins in the Hinterlands beyond the Ringing Mountains ,,pending,True,1,GPL-25@0x1874,0,1
DLG_d85cf1b26716,"-- from the burning heart of the Sea of Silt. My friend, these treasures were ",,pending,True,1,GPL-25@0x18BA,0,1
DLG_7e73bf5307c6,"brought from the furthest corners of Athas, and you'll not see their like ",,pending,True,1,GPL-25@0x1905,0,1
DLG_0b08036d2005,anywhere else.,,pending,True,1,GPL-25@0x194C,0,0
DLG_8e611a859715,"A mere bauble compared to the items I can sell you, the Necklace of Crimson ",,pending,True,1,GPL-25@0x1974,0,1
DLG_1782e96e3958,Sun was nevertheless a powerful pendant with fire rubies set in intricately ,,pending,True,1,GPL-25@0x19BD,0,1
DLG_899b10746c0a,worked copper -- legend has it that the sorceress Lusati trapped a fire ,,pending,True,1,GPL-25@0x1A06,0,1
DLG_a74fecf6da51,drake in the necklace. I regret selling it to an unappreciative man.,,pending,True,1,GPL-25@0x1A4B,0,0
DLG_424b7a177d58,But of course. ,,pending,True,1,GPL-25@0x1A93,0,1
DLG_d664de1eaeca,"No, please don't hurt me!",,pending,True,1,GPL-26@0x000A,0,0
DLG_4ace48bce064,"Greetings, seekers. I am Madame Larissa -- and you are...",,pending,True,1,GPL-26@0x004F,0,0
DLG_951180da09cb,"Yes, it has come to me. You are ",,pending,True,1,GPL-26@0x0089,0,1
DLG_207a2cf70552,", and your companions... ",,pending,True,1,GPL-26@0x00B3,0,1
DLG_1a6f44a67db6,all worthy adventurers.,,pending,True,1,GPL-26@0x0128,0,0
DLG_09c7faaa43a5,"Well met and welcome, ",,pending,True,1,GPL-26@0x015A,0,1
DLG_74a11094ed0d,"I, Madame Larissa, am here as always to guide you in your brave pursuits.",,pending,True,1,GPL-26@0x0185,0,0
DLG_bfc9b80ed8ee,  Will you tell me my fortune?,,pending,True,1,GPL-26@0x01F9,2,0
DLG_59331e2e67b8,  Can you repeat the fortune you gave me?,,pending,True,1,GPL-26@0x01F9,2,0
DLG_61b9cf7688da,  How do you know our names?,,pending,True,1,GPL-26@0x01F9,2,0
DLG_aaaeef34af76,  The guard at the gate setn me.,,pending,True,1,GPL-26@0x01F9,2,0
DLG_1b869c774be5,  Your brother sent me.,,pending,True,1,GPL-26@0x01F9,2,0
DLG_71f6c36d6da3,  Your brother seems to know a lot himself.,,pending,True,1,GPL-26@0x01F9,2,0
DLG_9af7ca66131d,  You had problems with the other visionary?,,pending,True,1,GPL-26@0x01F9,2,0
DLG_720da0f3df7b,I know many things. I am a seer with abilities of Sight beyond that ,,pending,True,1,GPL-26@0x038B,0,1
DLG_127301cfdc7e,"of normal people, sensing the ancient past and the future as you see ",,pending,True,1,GPL-26@0x03CD,0,1
DLG_a109eba533a5,the present.,,pending,True,1,GPL-26@0x0410,0,0
DLG_a8aca373ecde,"Yes, I know. My brother has a small measure of Sight as well. It is why he was chosen ",,pending,True,1,GPL-26@0x0427,0,1
DLG_b8d6daaea907,"as the gate guard. Often, he sends those whose auras are ",,pending,True,1,GPL-26@0x0479,0,1
DLG_61085ebb044a,particularly strong to me for further counsel.,,pending,True,1,GPL-26@0x04B1,0,0
DLG_307cb2d9aeb3,"Yes, between the two of us, we probably know all there is to know about ",,pending,True,1,GPL-26@0x04F5,0,1
DLG_355bb27cfba7,"this area. My brother, of course, gathers his information from the ",,pending,True,1,GPL-26@0x053A,0,1
DLG_ef0cf7fb7f9b,"travellers he greets, while I gather mine from mystical sources.",,pending,True,1,GPL-26@0x057B,0,0
DLG_e6a6dd71e871,"There is little to tell. My brother, the gate guard, and I were born ",,pending,True,1,GPL-26@0x05C4,0,1
DLG_0e702060c859,"in Draj... slaves to a templar. We escaped, using my precognitive ",,pending,True,1,GPL-26@0x0607,0,1
DLG_8433683459a1,"abilities, and lived in Teaquetzl until we joined this caravan.",,pending,True,1,GPL-26@0x0647,0,0
DLG_d636fa61517c,Teaquetzl village is southwest of here. We left because two ,,pending,True,1,GPL-26@0x06BC,0,1
DLG_7604222c1ad8,visionaries in the same village can cause problems.,,pending,True,1,GPL-26@0x06F7,0,0
DLG_78e0b8e66213,To say the least! ,,pending,True,1,GPL-26@0x0735,0,1
DLG_ab7d6ff60fea,"But, I see I was mistaken now that you have fulfullied his prohecy. ",,pending,True,1,GPL-26@0x0751,0,1
DLG_129e747b47dd,Perhaps I will return to Teaquetzl one day and make amends.,,pending,True,1,GPL-26@0x0793,0,0
DLG_5fcb747776e5,That charlatan spoke of nothing but ,,pending,True,1,GPL-26@0x07D0,0,1
DLG_bdc012a3eb23,doom and salvation. Ha! I told them that such talk was nonsense ,,pending,True,1,GPL-26@0x07F6,0,1
DLG_fd2b9d2997eb,and simply attracted trouble. I had no such visions.,,pending,True,1,GPL-26@0x0834,0,0
DLG_4c76ebc695f7,"For a mere 35 ceramic pieces, I can reveal your destiny -- mystical secrets ",,pending,True,1,GPL-26@0x086F,0,1
DLG_210e379ed11a,that have been hidden from you. Will you pay?,,pending,True,1,GPL-26@0x08B8,0,0
DLG_2951859fa216,Madame Larissa closes her eyes. Her facial muscles become ,,pending,True,1,GPL-26@0x0908,0,1
DLG_e71f4aef965d,limp as she slips into a trance.,,pending,True,1,GPL-26@0x0941,0,0
DLG_c8934571a3df,"Remember, for good or ill, you must embrace your doom. Goodbye.",,pending,True,1,GPL-26@0x09CA,0,0
DLG_8cbd50e59237,"Do not play me for a fool. I, who know all, see that you cannot pay ",,pending,True,1,GPL-26@0x0A0D,0,1
DLG_86eaed11ad84,for my visions. Come back when you have the money.,,pending,True,1,GPL-26@0x0A4F,0,0
DLG_610adea9d645,Madame Larissa slips the coins you give her out of sight and begins ,,pending,True,1,GPL-26@0x0A82,0,1
DLG_e97b4192041f,chanting. Her eyes roll back as she spreads her arms.,,pending,True,1,GPL-26@0x0AC4,0,0
DLG_590297af4a50,I see... I see innocent blood spilled! Simple merchants beset ,,pending,True,1,GPL-26@0x0BD7,0,1
DLG_ffd816545b05,"by brigands, their livelihood stripped from them, but, lo! Heroes ",,pending,True,1,GPL-26@0x0C14,0,1
DLG_b502cd655341,come to their aid and are rewarded.,,pending,True,1,GPL-26@0x0C54,0,0
DLG_726de912929d,Ah... You will cross the desert on a noble quest!,,pending,True,1,GPL-26@0x0C84,0,0
DLG_ec064d5f9a37,Magera! You will fight them... and triumph over the foul ,,pending,True,1,GPL-26@0x0CB7,0,1
DLG_ceea79e9e9fc,spawn of evil that so plague us.,,pending,True,1,GPL-26@0x0CEF,0,0
DLG_548cdab9345c,Aiyee! Wings! There are wings of terror all about you -- like ,,pending,True,1,GPL-26@0x0D1C,0,1
DLG_9a1c0cecf6bb,the wyvern beasts that attack us.,,pending,True,1,GPL-26@0x0D59,0,0
DLG_7b7964739469,"The wings hound you, giving no respite! But people of good hearts ",,pending,True,1,GPL-26@0x0D7E,0,1
DLG_895a1e5a90c2,are ever favored by fate.,,pending,True,1,GPL-26@0x0DBE,0,0
DLG_7ee7b232dcb0,"I see a veil and... yes, it is your face behind it. A great army ",,pending,True,1,GPL-26@0x0DE5,0,1
DLG_ff8cdd4abfcd,marches to war and many -- many are slain. The dust of war rises ,,pending,True,1,GPL-26@0x0E24,0,1
DLG_caf856f81547,"for all, and you.... No, I can see no more.",,pending,True,1,GPL-26@0x0E63,0,0
DLG_b800e77d710e,"I see water -- water all about, befouled and noisome -- and ",,pending,True,1,GPL-26@0x0E9A,0,1
DLG_95bcd21239d9,beneath it an evil that none escape. Their cries for mercy ,,pending,True,1,GPL-26@0x0ED5,0,1
DLG_d68e63d2d7a3,"tear at my ears, but your voice is not among them.",,pending,True,1,GPL-26@0x0F0F,0,0
DLG_a9ca122eca90,"Your aura shines with the mantel of leadership, and ",,pending,True,1,GPL-26@0x0F4C,0,1
DLG_f7686fdd5102,greatness attends you as faithfully as your shadow.,,pending,True,1,GPL-26@0x0F80,0,0
DLG_3abdfd248171,I'm sorry. I can read nothing from your aura this time.,,pending,True,1,GPL-26@0x0FEE,0,0
DLG_76faa5d2e390,She hands you your money back.,,pending,True,1,GPL-26@0x1026,0,0
DLG_05bd082ab25f,A rising storm troubles your heart. I see your pain. ,,pending,True,1,GPL-26@0x1052,0,1
DLG_02bab7e00d0e,You seek trust in those you befriend. Fear not! Place ,,pending,True,1,GPL-26@0x1087,0,1
DLG_9392ae1514bd,"your trust where faith demands. In turn, truth shall ",,pending,True,1,GPL-26@0x10BD,0,1
DLG_24dfad9d9d21,provide friends to earn that trust.,,pending,True,1,GPL-26@0x10F2,0,0
DLG_b0c0bb47db94,"Ah, you search for an oasis -- the sun merciless on your ",,pending,True,1,GPL-26@0x111D,0,1
DLG_138984d71099,unprotected head. Water is the mystery and the solution. ,,pending,True,1,GPL-26@0x1155,0,1
DLG_948fd8e897b3,All will bow before the power in its form.,,pending,True,1,GPL-26@0x118D,0,0
DLG_572d54a7a8f1,I see battles in your future. You must prepare! The fool ,,pending,True,1,GPL-26@0x11BE,0,1
DLG_abc54cf44557,walks headlong into danger. The hero seeks it. The coward ,,pending,True,1,GPL-26@0x11F6,0,1
DLG_b7263e174715,is caught in its talons. You must face your doom.,,pending,True,1,GPL-26@0x122F,0,0
DLG_c067b692d9c0,Carrion fowl wheel in the sky. Worms in the sand burrow ,,pending,True,1,GPL-26@0x1266,0,1
DLG_b54fee2c064f,blindly. Jealousy and greed are the pursuits of the living ,,pending,True,1,GPL-26@0x129D,0,1
DLG_e93556dc16d2,in their flight toward death. The dead care not. They ,,pending,True,1,GPL-26@0x12D7,0,1
DLG_fab98bca2b25,give freely what they possess no more.,,pending,True,1,GPL-26@0x130D,0,0
DLG_0140d134b8c6,Your aura is stained by the cruelties of slavery. Beware! ,,pending,True,1,GPL-26@0x133B,0,1
DLG_578efd44956e,The thirst for freedom is the slave's salvation and ,,pending,True,1,GPL-26@0x1374,0,1
DLG_9ac5fa78cf10,"the slave master's boon, the cruelest of weapons.",,pending,True,1,GPL-26@0x13A8,0,0
DLG_e2785dbefaa3,I see you have a dispute with Tobrian. Both parties stand before ,,pending,True,1,GPL-27@0x0086,0,1
DLG_cd1cab633c2b,me and I will hear the charges.,,pending,True,1,GPL-27@0x00C5,0,0
DLG_77b7ebbb14b8,magera,,pending,True,2,GPL-27@0x00E7,0,0
DLG_da63a3065d4f,wyvern riders,,pending,True,2,GPL-27@0x0104,0,0
DLG_5f072e9ed5a1,Congratulations on your victory against the ,,pending,True,1,GPL-27@0x0127,0,1
DLG_f5d6f6ebeada,. The news is already all over the caravan. We are very grateful.,,pending,True,1,GPL-27@0x0159,0,0
DLG_e88851b2fb22,"As I promised, here is your reward.",,pending,True,1,GPL-27@0x019A,0,0
DLG_c7331a8eb3e8,Hello. I wasn't expecting to see you again so soon. ,,pending,True,1,GPL-27@0x01C3,0,1
DLG_23a92da1518f,Feel free to rest in the visitor's circle.,,pending,True,1,GPL-27@0x01F7,0,0
DLG_e8592b995737,"Greetings! I am Drisana, the wagon master. We have a great ",,pending,True,1,GPL-27@0x022B,0,1
DLG_ed0a92f69242,variety of goods to offer if that is your pleasure.,,pending,True,1,GPL-27@0x0265,0,0
DLG_3b3ce36025a6,"Of course, if that is your pleasure. ",,pending,True,4,GPL-27@0x02A1,0,1
DLG_585f1ba0818d,  Tell me about the wagon merchants.,,pending,True,1,GPL-27@0x02F4,2,0
DLG_d3faec534f24,  How is your caravan faring?,,pending,True,1,GPL-27@0x02F4,2,0
DLG_96af04004852,  Tell me about your caravan.,,pending,True,1,GPL-27@0x02F4,2,0
DLG_3b22e251236c,"The pleasure is mine, ",,pending,True,1,GPL-27@0x0390,0,1
DLG_0b687462d1c9,"You're an adventurer, yes? You'll find many such as yourself ",,pending,True,1,GPL-27@0x03BB,0,1
DLG_b475da95254b,at the visitor's circle.,,pending,True,1,GPL-27@0x03F7,0,0
DLG_eb89b0b97aa7,Good luck in your ,,pending,True,1,GPL-27@0x0413,0,1
DLG_2d2408476175,mission against the ,,pending,True,1,GPL-27@0x043C,0,1
DLG_29431cba5726, raiders.,,pending,True,1,GPL-27@0x0476,1,0
DLG_942e16608517,travels.,,pending,True,1,GPL-27@0x0487,0,0
DLG_abb30d568b62,"If you're looking for goods, I recommend the wagons ",,pending,True,1,GPL-27@0x049B,0,1
DLG_43c119157eae,"belonging to Larissa, Kel",,pending,True,1,GPL-27@0x04CF,0,0
DLG_631eb5315d9b,", Tobrian",,pending,True,1,GPL-27@0x04F9,0,0
DLG_0cd1dcad3495,", and Jark.",,pending,True,1,GPL-27@0x0508,0,0
DLG_4075fcf807e2,  What is Tobrian's business?,,pending,True,1,GPL-27@0x0530,2,0
DLG_ed5ee42373fe,  Where do I find Tobrian?,,pending,True,1,GPL-27@0x0530,2,0
DLG_d81224e51767,  What is Larissa's business?,,pending,True,1,GPL-27@0x0530,2,0
DLG_96823529a494,  Where do I find Larissa?,,pending,True,1,GPL-27@0x0530,2,0
DLG_aa9c94a9319f,  What is Kel's business?,,pending,True,1,GPL-27@0x0530,2,0
DLG_e6efedf1376d,  Where do I find Kel?,,pending,True,1,GPL-27@0x0530,2,0
DLG_89f6e5db6e1b,  What is Jark's business?,,pending,True,1,GPL-27@0x0530,2,0
DLG_219fa0bb12c8,  Where do I find Jark?,,pending,True,1,GPL-27@0x0530,2,0
DLG_6da1557d7f5d,"We've seen more profitable times to be sure, ",,pending,True,1,GPL-27@0x066F,0,1
DLG_3e45bf891104,but raiders forced us into the desert where only folk like ,,pending,True,1,GPL-27@0x069D,0,1
DLG_4288816ceae3,you can find us.,,pending,True,1,GPL-27@0x06D7,0,0
DLG_e57dba3e6bba,Business is much better now that you ,,pending,True,1,GPL-27@0x0701,0,1
DLG_2f238776cc3d,made us safe from all the raids.,,pending,True,1,GPL-27@0x0736,0,0
DLG_96e3249aefd1,stopped the magera from raiding us. ,,pending,True,1,GPL-27@0x0761,0,1
DLG_1e95d8035093,put an end to the wyvern riders. ,,pending,True,1,GPL-27@0x078A,0,1
DLG_af33ad618d55,We would be doing much better if you stopped the ,,pending,True,1,GPL-27@0x07C3,0,1
DLG_ed48eb7ac49b,raiders as you promised.,,pending,True,1,GPL-27@0x07F4,0,0
DLG_7d9bef1af404,"Still, we suffer endless raids.",,pending,True,1,GPL-27@0x0825,0,0
DLG_5a887c047cb0,"Once we dealt with city folk, setting up camp outside the city walls, ",,pending,True,1,GPL-27@0x084D,0,1
DLG_7a89f1094da5,but our business now is with simple travellers. We are only biding our ,,pending,True,1,GPL-27@0x0891,0,1
DLG_53e6294de43e,time while the pot is stirred.,,pending,True,1,GPL-27@0x08D5,0,0
DLG_cd892ab34d7f,  While what pot is stirred?,,pending,True,1,GPL-27@0x090E,2,0
DLG_849ce05a4ef7,  What business did you do with the city?,,pending,True,1,GPL-27@0x090E,2,0
DLG_58c83e238ef4,  Why are you biding your time?,,pending,True,1,GPL-27@0x090E,2,0
DLG_0c43e07423d8,  Have you heard any news out of Draj?,,pending,True,1,GPL-27@0x090E,2,0
DLG_5c57d69c8366,"With your magnificent defeat of Draj, the villages will be ",,pending,True,1,GPL-27@0x09D2,0,1
DLG_079a3cc4bd46,ripe for trade.,,pending,True,1,GPL-27@0x0A0C,0,0
DLG_00702f5c092e,"The more strife there is between Draj and the villages, ",,pending,True,1,GPL-27@0x0A22,0,1
DLG_e3e77252142a,the better for us. ,,pending,True,1,GPL-27@0x0A59,0,1
DLG_bf9e3be46e71,"We are beset by bandits, though. I don't know how ",,pending,True,1,GPL-27@0x0A79,0,1
DLG_92fd50033961,much longer we can stay here.,,pending,True,1,GPL-27@0x0AAB,0,0
DLG_6424a3735a68,"Both will want to fill their stores at any price, ",,pending,True,1,GPL-27@0x0AD1,0,1
DLG_86b88f60bfc7,and feed and arm their growing armies.,,pending,True,1,GPL-27@0x0B03,0,0
DLG_8bd81fe7c4d6,  Who is raiding your caravan?,,pending,True,1,GPL-27@0x0B4B,2,0
DLG_7a279da22166,  Where do the raiders come from?,,pending,True,1,GPL-27@0x0B4B,2,0
DLG_3b586f17231f,  Tell me about the magera.,,pending,True,1,GPL-27@0x0B4B,2,0
DLG_f95a8748ff57,  Tell me about the wyvern riders.,,pending,True,1,GPL-27@0x0B4B,2,0
DLG_a98f09f54d0d,  Why haven't you moved on to another city?,,pending,True,1,GPL-27@0x0B4B,2,0
DLG_12a4681b91b5,Our main trade is transporting Draj's rich crops of grain ,,pending,True,1,GPL-27@0x0C66,0,1
DLG_4ecdb60fecea,"and hemp to Raam and Urik. However, we gain immediate profits ",,pending,True,1,GPL-27@0x0C9F,0,1
DLG_fed221e31afa,as intermediaries for the local artisans and merchants.,,pending,True,1,GPL-27@0x0CDC,0,0
DLG_b7aea30b231d,War is a great time for profit. Goods are already going ,,pending,True,1,GPL-27@0x0D2F,0,1
DLG_be10150c26e8,for twice their normal cost,,pending,True,1,GPL-27@0x0D66,0,0
DLG_9f02e0a9589a,Rumors of strife in the city make it worthwhile to ,,pending,True,1,GPL-27@0x0D89,0,1
DLG_301c97271b54,wait,,pending,True,1,GPL-27@0x0DBC,0,0
DLG_42b3f624fb0c,All the slave villages are in an uproar and the city ,,pending,True,1,GPL-27@0x0DCB,0,1
DLG_15c2f0ff6993,troops will pay anything for supplies,,pending,True,1,GPL-27@0x0E00,0,0
DLG_c651f23fd498,"Now that Draj has retreated within her walls, goods ",,pending,True,1,GPL-27@0x0E2C,0,1
DLG_224ad8ecb34e,are needed to replace what would otherwise be plundered,,pending,True,1,GPL-27@0x0E60,0,0
DLG_825cb5b2b159,. Prices are sure to go up more.,,pending,True,1,GPL-27@0x0E97,0,0
DLG_e365f3eacc60,A templar passed through not long ago -- said he would take his ,,pending,True,1,GPL-27@0x0ED6,0,1
DLG_a4ba8d159d1b,chances with another sorcerer-king because Tectuktitlay has ,,pending,True,1,GPL-27@0x0F14,0,1
DLG_d50a473dbc8d,forsaken his templars.,,pending,True,1,GPL-27@0x0F4F,0,0
DLG_2aab9109d169,"The templars are inciting the Drajians to war, raising the ",,pending,True,1,GPL-27@0x0F6E,0,1
DLG_5f41b9ccfb41,spectre of slave villages in revolt as an excuse to grab ,,pending,True,1,GPL-27@0x0FA8,0,1
DLG_056f2ccace31,resources. They will cleanse the desert... or so they claim.,,pending,True,1,GPL-27@0x0FE0,0,0
DLG_b54ea33c454d,I just sent an agent to Draj with a wagonload of supplies. ,,pending,True,1,GPL-27@0x1020,0,1
DLG_8e57af2007ed,"With legions of warriors massed within her walls, he ",,pending,True,1,GPL-27@0x105A,0,1
DLG_3ebac4b3ea86,should get a premium for the goods.,,pending,True,1,GPL-27@0x108F,0,0
DLG_9ffc577213fd,There is no word at all from Draj. Whether they are licking ,,pending,True,1,GPL-27@0x10B9,0,1
DLG_3a5048064f30,their wounds or preparing for something is anybody's guess.,,pending,True,1,GPL-27@0x10F4,0,0
DLG_a8a38f0d583c,"Two groups of raiders continually attack us. One, a band of ",,pending,True,1,GPL-27@0x1152,0,1
DLG_f74bfacade7a,"magera, is deadly in its dogged persistence; and the other ",,pending,True,1,GPL-27@0x118D,0,1
DLG_61e0f5e8aebc,group is a horde of bandits riding wyverns! They are terrifying.,,pending,True,1,GPL-27@0x11C7,0,0
DLG_c12b5af0a6de,I don't know who they are exactly -- common bandits who ,,pending,True,1,GPL-27@0x1211,0,1
DLG_2b60662eee81,somehow got hold of wyverns. If the caravan is ,,pending,True,1,GPL-27@0x1248,0,1
DLG_2c220ecbbee9,"to survive, the raids must stop!",,pending,True,1,GPL-27@0x1277,0,0
DLG_c0f7f83dfe1a,A tribe of magera plague us. They are better organized ,,pending,True,1,GPL-27@0x12A1,0,1
DLG_d60206c15114,than the roving marauders typical of their kind. Their ,,pending,True,1,GPL-27@0x12D7,0,1
DLG_1b5c9c863133,"leader must be exceptional, or not mageran at all.",,pending,True,1,GPL-27@0x130D,0,0
DLG_a2c7299a12e5,Brutish beasts! They attack in small groups of nine or ten -- hit and ,,pending,True,1,GPL-27@0x134C,0,1
DLG_15851863f681,"run. They never make off with much, but it takes a toll on profits.",,pending,True,1,GPL-27@0x1390,0,0
DLG_eeeb4fae8163,The wyvern riders are a scourge! There's no way to defend ,,pending,True,1,GPL-27@0x13D7,0,1
DLG_156334a470ff,the caravan when they plummet out of the sky. Even Draj suffered ,,pending,True,1,GPL-27@0x1410,0,1
DLG_4f8fa0947f98,attacks by them and sent troops to deal with the bandits.,,pending,True,1,GPL-27@0x144F,0,0
DLG_cbf70f605aad,Both groups,,pending,True,1,GPL-27@0x149B,0,0
DLG_e38785115140,They,,pending,True,1,GPL-27@0x14AE,0,0
DLG_ee1ccc1cef47," come out of the south, usually when the sun is setting and they are difficult ",,pending,True,1,GPL-27@0x14B9,1,1
DLG_02f5de210dfa,"to spot, but who knows were they really come from.",,pending,True,1,GPL-27@0x1504,0,0
DLG_c47e2054c5eb,The opportunities for profit are too great with Draj preparing for war. ,,pending,True,1,GPL-27@0x153C,0,1
DLG_42c57af2f3f1,We will make good all our losses as prices shoot up.,,pending,True,1,GPL-27@0x1581,0,0
DLG_5008c9ccbc90,Wait a moment! Are you interested in working for me? I ,,pending,True,1,GPL-27@0x15BB,0,1
DLG_28aa08a03b02,will pay you handsomely for some sword work.,,pending,True,1,GPL-27@0x15F1,0,0
